"R0000100","R0009600","R0173600","R0214700","R0214800"
9762,18,11,1,1
9763,18,14,1,2
9764,1,10,2,1
9765,1,13,2,2
9766,1,13,2,2
9767,1,10,2,1
9768,1,13,2,2
9769,1,10,2,1
9770,18,11,1,1
9771,18,11,1,1
9772,18,14,1,2
9773,18,11,1,1
9774,3,12,3,2
9775,18,11,1,1
9776,18,11,1,1
9777,18,11,1,1
9778,18,14,1,2
9779,18,11,1,1
9780,18,11,1,1
9781,6,9,3,1
9782,3,12,3,2
9783,21,11,1,1
9784,21,14,1,2
9785,29,9,3,1
9786,21,11,1,1
9787,3,9,3,1
9788,6,11,1,1
9789,6,14,1,2
9790,6,14,1,2
9791,3,9,3,1
9792,6,9,3,1
9793,3,9,3,1
9794,3,9,3,1
9795,3,12,3,2
9796,3,12,3,2
9797,6,12,3,2
9798,6,12,3,2
9799,6,12,3,2
9800,3,9,3,1
9801,17,11,1,1
9802,17,11,1,1
9803,3,9,3,1
9804,9,9,3,1
9805,9,9,3,1
9806,9,9,3,1
9807,3,12,3,2
9808,13,9,3,1
9809,18,14,1,2
9810,9,11,1,1
9811,17,14,1,2
9812,17,11,1,1
9813,17,14,1,2
9814,17,11,1,1
9815,19,11,1,1
9816,19,11,1,1
9817,19,14,1,2
9818,6,12,3,2
9819,21,11,1,1
9820,17,14,1,2
9821,18,11,1,1
9822,18,11,1,1
9823,1,10,2,1
9824,1,13,2,2
9825,1,10,2,1
9826,1,13,2,2
9827,1,10,2,1
9828,18,14,1,2
9829,17,11,1,1
9830,17,14,1,2
9831,9,14,1,2
9832,18,14,1,2
9833,5,9,3,1
9834,6,12,3,2
9835,18,11,1,1
9836,17,11,1,1
9837,17,14,1,2
9838,18,14,1,2
9839,17,14,1,2
9840,18,14,1,2
9841,18,11,1,1
9842,3,9,3,1
9843,17,11,1,1
9844,18,14,1,2
9845,17,14,1,2
9846,17,11,1,1
9847,17,11,1,1
9848,11,11,1,1
9849,5,14,1,2
9850,16,11,1,1
9851,17,14,1,2
9852,9,14,1,2
9853,18,11,1,1
9854,18,11,1,1
9855,18,14,1,2
9856,19,11,1,1
9857,15,11,1,1
9858,18,14,1,2
9859,17,11,1,1
9860,17,11,1,1
9861,6,12,3,2
9862,12,14,1,2
9863,3,14,1,2
9864,3,12,3,2
9865,16,14,1,2
9866,9,14,1,2
9867,5,14,1,2
9868,11,11,1,1
9869,18,11,1,1
9870,18,14,1,2
9871,1,13,2,2
9872,1,13,2,2
9873,1,10,2,1
9874,1,13,2,2
9875,3,11,1,1
9876,17,11,1,1
9877,1,13,2,2
9878,18,11,1,1
9879,1,10,2,1
9880,1,10,2,1
9881,18,14,1,2
9882,4,12,3,2
9883,17,11,1,1
9884,17,11,1,1
9885,17,14,1,2
9886,17,11,1,1
9887,17,14,1,2
9888,17,11,1,1
9889,5,9,3,1
9890,3,11,1,1
9891,5,14,1,2
9892,15,14,1,2
9893,6,10,2,1
9894,18,14,1,2
9895,18,14,1,2
9896,18,14,1,2
9897,18,14,1,2
9898,17,14,1,2
9899,6,14,1,2
9900,3,12,3,2
9901,11,11,1,1
9902,29,11,1,1
9903,6,14,1,2
9904,17,11,1,1
9905,17,11,1,1
9906,16,14,1,2
9907,8,9,3,1
9908,8,9,3,1
9909,8,9,3,1
9910,2,12,3,2
9911,18,11,1,1
9912,18,11,1,1
9913,16,14,1,2
9914,17,11,1,1
9915,17,11,1,1
9916,17,14,1,2
9917,3,9,3,1
9918,17,11,1,1
9919,18,11,1,1
9920,1,13,2,2
9921,3,12,3,2
9922,18,14,1,2
9923,18,14,1,2
9924,28,12,3,2
9925,18,14,1,2
9926,1,10,2,1
9927,18,14,1,2
9928,1,10,2,1
9929,1,10,2,1
9930,18,14,1,2
9931,18,14,1,2
9932,3,12,3,2
9933,18,11,1,1
9934,18,11,1,1
9935,18,14,1,2
9936,18,11,1,1
9937,18,11,1,1
9938,12,14,1,2
9939,17,14,1,2
9940,18,14,1,2
9941,17,14,1,2
9942,17,11,1,1
9943,17,11,1,1
9944,19,14,1,2
9945,17,14,1,2
9946,17,14,1,2
9947,15,11,1,1
9948,15,14,1,2
9949,1,10,2,1
9950,1,10,2,1
9951,1,13,2,2
9952,1,10,2,1
9953,17,14,1,2
9954,17,11,1,1
9955,17,14,1,2
9956,17,11,1,1
9957,17,11,1,1
9958,1,10,2,1
9959,1,13,2,2
9960,17,14,1,2
9961,18,11,1,1
9962,18,11,1,1
9963,17,11,1,1
9964,17,11,1,1
9965,18,14,1,2
9966,17,14,1,2
9967,17,14,1,2
9968,17,11,1,1
9969,17,11,1,1
9970,1,13,2,2
9971,1,10,2,1
9972,17,14,1,2
9973,17,14,1,2
9974,17,14,1,2
9975,17,11,1,1
9976,17,11,1,1
9977,17,11,1,1
9978,18,14,1,2
9979,5,12,3,2
9980,20,14,1,2
9981,20,14,1,2
9982,21,14,1,2
9983,18,11,1,1
9984,18,11,1,1
9985,1,10,2,1
9986,1,13,2,2
9987,18,14,1,2
9988,18,11,1,1
9989,17,11,1,1
9990,18,11,1,1
9991,18,14,1,2
9992,18,14,1,2
9993,17,11,1,1
9994,17,11,1,1
9995,18,14,1,2
9996,1,10,2,1
9997,1,13,2,2
9998,1,10,2,1
9999,1,13,2,2
10000,1,13,2,2
10001,18,11,1,1
10002,18,14,1,2
10003,18,11,1,1
10004,18,11,1,1
10005,18,11,1,1
10006,18,11,1,1
10007,18,14,1,2
10008,18,14,1,2
10009,18,11,1,1
10010,1,13,2,2
10011,18,14,1,2
10012,3,12,3,2
10013,29,9,3,1
10014,3,9,3,1
10015,9,12,3,2
10016,-2,12,3,2
10017,9,12,3,2
10018,3,9,3,1
10019,5,9,3,1
10020,5,9,3,1
10021,3,9,3,1
10022,17,11,1,1
10023,17,11,1,1
10024,18,14,1,2
10025,16,11,1,1
10026,17,14,1,2
10027,17,11,1,1
10028,18,11,1,1
10029,18,14,1,2
10030,18,11,1,1
10031,3,11,1,1
10032,18,14,1,2
10033,23,9,3,1
10034,17,14,1,2
10035,17,11,1,1
10036,17,14,1,2
10037,17,14,1,2
10038,20,14,1,2
10039,6,12,3,2
10040,6,14,1,2
10041,18,14,1,2
10042,2,14,1,2
10043,17,11,1,1
10044,9,12,3,2
10045,9,12,3,2
10046,1,10,2,1
10047,1,13,2,2
10048,17,14,1,2
10049,17,14,1,2
10050,17,11,1,1
10051,18,11,1,1
10052,16,14,1,2
10053,18,11,1,1
10054,17,14,1,2
10055,6,14,1,2
10056,21,14,1,2
10057,9,11,1,1
10058,9,11,1,1
10059,3,12,3,2
10060,18,14,1,2
10061,18,11,1,1
10062,18,14,1,2
10063,-2,12,3,2
10064,3,12,3,2
10065,9,11,1,1
10066,9,12,3,2
10067,17,11,1,1
10068,17,11,1,1
10069,3,11,1,1
10070,18,11,1,1
10071,15,11,1,1
10072,17,14,1,2
10073,17,14,1,2
10074,17,11,1,1
10075,17,11,1,1
10076,17,11,1,1
10077,17,14,1,2
10078,17,11,1,1
10079,18,14,1,2
10080,6,9,3,1
10081,29,12,3,2
10082,1,10,2,1
10083,1,10,2,1
10084,1,10,2,1
10085,1,10,2,1
10086,3,12,3,2
10087,3,12,3,2
10088,3,12,3,2
10089,3,9,3,1
10090,3,9,3,1
10091,3,9,3,1
10092,3,12,3,2
10093,29,12,3,2
10094,9,9,3,1
10095,5,12,3,2
10096,3,12,3,2
10097,9,12,3,2
10098,9,9,3,1
10099,3,9,3,1
10100,6,9,3,1
10101,29,12,3,2
10102,3,12,3,2
10103,3,12,3,2
10104,29,12,3,2
10105,6,9,3,1
10106,1,13,2,2
10107,29,9,3,1
10108,29,9,3,1
10109,29,12,3,2
10110,29,9,3,1
10111,1,13,2,2
10112,1,13,2,2
10113,1,13,2,2
10114,1,10,2,1
10115,1,10,2,1
10116,1,13,2,2
10117,-2,12,3,2
10118,6,9,3,1
10119,3,12,3,2
10120,3,9,3,1
10121,29,9,3,1
10122,6,9,3,1
10123,18,11,1,1
10124,1,13,2,2
10125,1,13,2,2
10126,1,10,2,1
10127,1,13,2,2
10128,1,10,2,1
10129,1,13,2,2
10130,1,13,2,2
10131,1,10,2,1
10132,1,13,2,2
10133,1,10,2,1
10134,5,11,1,1
10135,1,13,2,2
10136,29,12,3,2
10137,1,10,2,1
10138,1,13,2,2
10139,1,10,2,1
10140,29,12,3,2
10141,3,9,3,1
10142,3,12,3,2
10143,29,9,3,1
10144,6,12,3,2
10145,6,12,3,2
10146,28,9,3,1
10147,3,9,3,1
10148,9,12,3,2
10149,3,12,3,2
10150,9,12,3,2
10151,1,13,2,2
10152,1,10,2,1
10153,1,13,2,2
10154,1,10,2,1
10155,1,10,2,1
10156,1,13,2,2
10157,1,10,2,1
10158,1,10,2,1
10159,1,13,2,2
10160,1,10,2,1
10161,1,10,2,1
10162,1,13,2,2
10163,1,10,2,1
10164,1,13,2,2
10165,1,10,2,1
10166,1,13,2,2
10167,1,10,2,1
10168,1,13,2,2
10169,1,10,2,1
10170,1,10,2,1
10171,1,10,2,1
10172,1,10,2,1
10173,1,10,2,1
10174,1,10,2,1
10175,1,13,2,2
10176,19,14,1,2
10177,21,9,3,1
10178,1,10,2,1
10179,1,10,2,1
10180,1,10,2,1
10181,1,13,2,2
10182,6,13,2,2
10183,29,14,1,2
10184,1,13,2,2
10185,18,14,1,2
10186,1,10,2,1
10187,1,10,2,1
10188,1,13,2,2
10189,1,10,2,1
10190,1,10,2,1
10191,1,13,2,2
10192,1,10,2,1
10193,1,13,2,2
10194,1,10,2,1
10195,1,13,2,2
10196,1,13,2,2
10197,1,10,2,1
10198,1,10,2,1
10199,1,10,2,1
10200,1,10,2,1
10201,1,10,2,1
10202,1,10,2,1
10203,1,13,2,2
10204,1,10,2,1
10205,1,10,2,1
10206,3,9,3,1
10207,28,9,3,1
10208,6,9,3,1
10209,5,9,3,1
10210,6,12,3,2
10211,18,14,1,2
10212,11,12,3,2
10213,29,12,3,2
10214,6,12,3,2
10215,9,12,3,2
10216,10,12,3,2
10217,3,9,3,1
10218,6,12,3,2
10219,6,12,3,2
10220,9,12,3,2
10221,6,12,3,2
10222,6,12,3,2
10223,11,9,3,1
10224,6,9,3,1
10225,3,12,3,2
10226,7,14,1,2
10227,6,12,3,2
10228,28,9,3,1
10229,1,13,2,2
10230,9,9,3,1
10231,9,12,3,2
10232,1,10,2,1
10233,1,13,2,2
10234,1,13,2,2
10235,1,10,2,1
10236,1,13,2,2
10237,1,13,2,2
10238,1,13,2,2
10239,1,10,2,1
10240,6,9,3,1
10241,11,12,3,2
10242,6,9,3,1
10243,12,12,3,2
10244,11,9,3,1
10245,22,12,3,2
10246,6,12,3,2
10247,9,9,3,1
10248,9,9,3,1
10249,28,9,3,1
10250,6,9,3,1
10251,12,9,3,1
10252,12,12,3,2
10253,19,11,1,1
10254,11,12,3,2
10255,6,12,3,2
10256,24,9,3,1
10257,28,12,3,2
10258,6,9,3,1
10259,1,13,2,2
10260,18,12,3,2
10261,17,12,3,2
10262,29,12,3,2
10263,6,9,3,1
10264,6,9,3,1
10265,29,9,3,1
10266,11,9,3,1
10267,3,12,3,2
10268,11,12,3,2
10269,6,12,3,2
10270,6,12,3,2
10271,11,12,3,2
10272,11,12,3,2
10273,12,12,3,2
10274,11,9,3,1
10275,6,9,3,1
10276,6,12,3,2
10277,6,12,3,2
10278,6,9,3,1
10279,11,12,3,2
10280,28,12,3,2
10281,6,12,3,2
10282,3,12,3,2
10283,28,12,3,2
10284,11,9,3,1
10285,5,9,3,1
10286,5,12,3,2
10287,3,12,3,2
10288,8,9,3,1
10289,3,9,3,1
10290,3,12,3,2
10291,-2,12,3,2
10292,5,12,3,2
10293,5,12,3,2
10294,5,9,3,1
10295,3,12,3,2
10296,3,12,3,2
10297,9,12,3,2
10298,5,9,3,1
10299,5,12,3,2
10300,5,12,3,2
10301,3,9,3,1
10302,5,12,3,2
10303,17,14,1,2
10304,18,14,1,2
10305,18,11,1,1
10306,21,14,1,2
10307,18,11,1,1
10308,18,14,1,2
10309,18,14,1,2
10310,17,14,1,2
10311,15,11,1,1
10312,15,14,1,2
10313,1,13,2,2
10314,19,14,1,2
10315,20,11,1,1
10316,1,10,2,1
10317,1,13,2,2
10318,1,10,2,1
10319,1,10,2,1
10320,1,10,2,1
10321,1,13,2,2
10322,-2,9,3,1
10323,9,9,3,1
10324,1,10,2,1
10325,1,10,2,1
10326,1,10,2,1
10327,1,10,2,1
10328,1,10,2,1
10329,1,13,2,2
10330,1,10,2,1
10331,1,13,2,2
10332,1,13,2,2
10333,1,10,2,1
10334,1,13,2,2
10335,1,13,2,2
10336,1,13,2,2
10337,1,10,2,1
10338,3,10,2,1
10339,1,10,2,1
10340,1,13,2,2
10341,1,10,2,1
10342,6,12,3,2
10343,6,9,3,1
10344,23,12,3,2
10345,5,12,3,2
10346,11,9,3,1
10347,23,9,3,1
10348,11,9,3,1
10349,11,12,3,2
10350,3,12,3,2
10351,23,9,3,1
10352,23,9,3,1
10353,23,9,3,1
10354,11,12,3,2
10355,1,9,3,1
10356,12,9,3,1
10357,12,9,3,1
10358,19,14,1,2
10359,19,14,1,2
10360,21,14,1,2
10361,23,12,3,2
10362,1,13,2,2
10363,1,10,2,1
10364,2,9,3,1
10365,2,12,3,2
10366,2,12,3,2
10367,2,12,3,2
10368,1,10,2,1
10369,1,13,2,2
10370,19,11,1,1
10371,20,14,1,2
10372,3,14,1,2
10373,1,13,2,2
10374,5,13,2,2
10375,19,14,1,2
10376,12,14,1,2
10377,19,14,1,2
10378,1,13,2,2
10379,1,13,2,2
10380,3,9,3,1
10381,19,11,1,1
10382,19,11,1,1
10383,21,14,1,2
10384,20,11,1,1
10385,20,11,1,1
10386,20,11,1,1
10387,12,9,3,1
10388,12,12,3,2
10389,1,10,2,1
10390,21,14,1,2
10391,1,10,2,1
10392,19,11,1,1
10393,12,12,3,2
10394,7,12,3,2
10395,6,12,3,2
10396,3,12,3,2
10397,17,11,1,1
10398,6,9,3,1
10399,5,12,3,2
10400,5,12,3,2
10401,28,14,1,2
10402,11,14,1,2
10403,6,9,3,1
10404,6,9,3,1
10405,15,11,1,1
10406,15,14,1,2
10407,15,11,1,1
10408,9,9,3,1
10409,3,12,3,2
10410,1,10,2,1
10411,3,12,3,2
10412,1,10,2,1
10413,6,12,3,2
10414,6,9,3,1
10415,28,12,3,2
10416,3,9,3,1
10417,0,9,3,1
10418,0,12,3,2
10419,9,12,3,2
10420,0,12,3,2
10421,1,13,2,2
10422,1,13,2,2
10423,1,10,2,1
10424,1,10,2,1
10425,1,10,2,1
10426,1,10,2,1
10427,18,14,1,2
10428,19,14,1,2
10429,19,14,1,2
10430,19,11,1,1
10431,19,11,1,1
10432,1,10,2,1
10433,1,13,2,2
10434,1,10,2,1
10435,1,10,2,1
10436,6,14,1,2
10437,3,12,3,2
10438,1,10,2,1
10439,1,10,2,1
10440,28,10,2,1
10441,3,9,3,1
10442,6,12,3,2
10443,19,14,1,2
10444,29,14,1,2
10445,15,14,1,2
10446,9,12,3,2
10447,28,9,3,1
10448,29,14,1,2
10449,15,11,1,1
10450,15,14,1,2
10451,15,14,1,2
10452,1,13,2,2
10453,1,10,2,1
10454,1,10,2,1
10455,1,10,2,1
10456,3,12,3,2
10457,11,9,3,1
10458,11,12,3,2
10459,3,12,3,2
10460,-2,12,3,2
10461,3,9,3,1
10462,3,9,3,1
10463,3,9,3,1
10464,7,9,3,1
10465,29,12,3,2
10466,6,9,3,1
10467,3,12,3,2
10468,17,14,1,2
10469,1,10,2,1
10470,1,10,2,1
10471,1,10,2,1
10472,3,14,1,2
10473,3,9,3,1
10474,3,12,3,2
10475,3,12,3,2
10476,5,9,3,1
10477,3,12,3,2
10478,5,14,1,2
10479,5,11,1,1
10480,3,12,3,2
10481,3,14,1,2
10482,3,11,1,1
10483,9,9,3,1
10484,29,12,3,2
10485,9,12,3,2
10486,21,14,1,2
10487,1,10,2,1
10488,1,10,2,1
10489,1,10,2,1
10490,18,11,1,1
10491,1,13,2,2
10492,17,11,1,1
10493,16,11,1,1
10494,3,12,3,2
10495,3,9,3,1
10496,3,12,3,2
10497,3,12,3,2
10498,3,12,3,2
10499,18,11,1,1
10500,18,14,1,2
10501,18,11,1,1
10502,18,12,3,2
10503,17,11,1,1
10504,18,14,1,2
10505,18,11,1,1
10506,18,14,1,2
10507,19,14,1,2
10508,6,9,3,1
10509,18,11,1,1
10510,17,11,1,1
10511,17,14,1,2
10512,20,14,1,2
10513,20,14,1,2
10514,17,14,1,2
10515,18,14,1,2
10516,18,14,1,2
10517,18,11,1,1
10518,18,14,1,2
10519,17,11,1,1
10520,17,11,1,1
10521,20,14,1,2
10522,17,14,1,2
10523,17,11,1,1
10524,18,11,1,1
10525,18,11,1,1
10526,17,14,1,2
10527,18,11,1,1
10528,1,13,2,2
10529,6,14,1,2
10530,17,14,1,2
10531,18,11,1,1
10532,18,14,1,2
10533,1,13,2,2
10534,1,13,2,2
10535,17,14,1,2
10536,17,14,1,2
10537,17,14,1,2
10538,18,14,1,2
10539,5,12,3,2
10540,18,11,1,1
10541,18,11,1,1
10542,18,14,1,2
10543,10,14,1,2
10544,18,14,1,2
10545,18,11,1,1
10546,3,14,1,2
10547,18,11,1,1
10548,17,11,1,1
10549,1,13,2,2
10550,18,14,1,2
10551,18,14,1,2
10552,18,11,1,1
10553,17,11,1,1
10554,18,14,1,2
10555,18,11,1,1
10556,29,9,3,1
10557,-2,9,3,1
10558,29,12,3,2
10559,29,12,3,2
10560,29,12,3,2
10561,6,11,1,1
10562,29,12,3,2
10563,29,9,3,1
10564,3,12,3,2
10565,18,14,1,2
10566,1,10,2,1
10567,29,10,2,1
10568,1,10,2,1
10569,1,13,2,2
10570,29,9,3,1
10571,29,12,3,2
10572,18,14,1,2
10573,18,14,1,2
10574,18,11,1,1
10575,6,9,3,1
10576,6,9,3,1
10577,6,12,3,2
10578,1,13,2,2
10579,1,13,2,2
10580,1,10,2,1
10581,1,13,2,2
10582,1,13,2,2
10583,1,10,2,1
10584,1,10,2,1
10585,1,10,2,1
10586,1,13,2,2
10587,3,9,3,1
10588,11,12,3,2
10589,6,12,3,2
10590,19,14,1,2
10591,3,12,3,2
10592,5,12,3,2
10593,5,9,3,1
10594,3,12,3,2
10595,12,9,3,1
10596,3,18,3,2
10597,11,18,3,2
10598,1,19,2,2
10599,3,18,3,2
10600,18,17,1,1
10601,1,16,2,1
10602,20,20,1,2
10603,1,16,2,1
10604,28,18,3,2
10605,1,16,2,1
10606,1,16,2,1
10607,1,19,2,2
10608,1,16,2,1
10609,29,15,3,1
10610,19,20,1,2
10611,6,15,3,1
10612,3,15,3,1
10613,11,15,3,1
10614,3,15,3,1
10615,1,19,2,2
10616,1,16,2,1
10617,5,15,3,1
10618,5,18,3,2
10619,1,19,2,2
10620,-2,15,3,1
10621,1,19,2,2
10622,1,19,2,2
10623,5,15,3,1
10624,29,18,3,2
10625,29,18,3,2
10626,5,18,3,2
10627,9,18,3,2
10628,18,20,1,2
10629,6,18,3,2
10630,1,19,2,2
10631,1,16,2,1
10632,1,16,2,1
10633,29,18,3,2
10634,1,19,2,2
10635,29,15,3,1
10636,6,18,3,2
10637,3,20,1,2
10638,29,15,3,1
10639,25,15,3,1
10640,9,15,3,1
10641,9,15,3,1
10642,1,16,2,1
10643,28,15,3,1
10644,6,18,3,2
10645,18,20,1,2
10646,6,18,3,2
10647,3,18,3,2
10648,1,19,2,2
10649,6,18,3,2
10650,1,19,2,2
10651,6,18,3,2
10652,29,18,3,2
10653,22,18,3,2
10654,12,15,3,1
10655,1,16,2,1
10656,27,15,3,1
10657,1,16,2,1
10658,3,15,3,1
10659,3,15,3,1
10660,6,15,3,1
10661,1,16,2,1
10662,18,17,1,1
10663,6,15,3,1
10664,1,16,2,1
10665,6,15,3,1
10666,1,16,2,1
10667,1,16,2,1
10668,1,16,2,1
10669,6,15,3,1
10670,1,16,2,1
10671,9,15,3,1
10672,1,16,2,1
10673,6,15,3,1
10674,13,18,3,2
10675,1,16,2,1
10676,1,19,2,2
10677,8,18,3,2
10678,5,15,3,1
10679,5,15,3,1
10680,1,19,2,2
10681,9,18,3,2
10682,9,18,3,2
10683,6,18,3,2
10684,3,18,3,2
10685,3,18,3,2
10686,29,18,3,2
10687,29,18,3,2
10688,1,19,2,2
10689,6,18,3,2
10690,1,19,2,2
10691,11,18,3,2
10692,1,15,3,1
10693,11,18,3,2
10694,29,15,3,1
10695,21,20,1,2
10696,4,18,3,2
10697,28,15,3,1
10698,3,15,3,1
10699,6,15,3,1
10700,3,15,3,1
10701,6,15,3,1
10702,6,15,3,1
10703,6,15,3,1
10704,1,16,2,1
10705,22,15,3,1
10706,1,16,2,1
10707,8,17,1,1
10708,3,15,3,1
10709,6,15,3,1
10710,1,19,2,2
10711,6,18,3,2
10712,1,19,2,2
10713,29,18,3,2
10714,11,15,3,1
10715,29,15,3,1
10716,7,15,3,1
10717,29,15,3,1
10718,1,16,2,1
10719,1,16,2,1
10720,6,18,3,2
10721,11,15,3,1
10722,1,15,3,1
10723,1,16,2,1
10724,6,15,3,1
10725,12,15,3,1
10726,6,15,3,1
10727,1,16,2,1
10728,3,15,3,1
10729,1,16,2,1
10730,1,16,2,1
10731,11,18,3,2
10732,29,15,3,1
10733,1,19,2,2
10734,28,18,3,2
10735,28,20,1,2
10736,11,18,3,2
10737,6,15,3,1
10738,12,15,3,1
10739,11,15,3,1
10740,1,16,2,1
10741,16,20,1,2
10742,15,17,1,1
10743,3,15,3,1
10744,6,18,3,2
10745,29,15,3,1
10746,3,20,1,2
10747,9,15,3,1
10748,3,15,3,1
10749,1,16,2,1
10750,6,15,3,1
10751,5,18,3,2
10752,6,18,3,2
10753,11,15,3,1
10754,1,16,2,1
10755,6,15,3,1
10756,3,15,3,1
10757,29,15,3,1
10758,3,15,3,1
10759,3,15,3,1
10760,19,15,3,1
10761,3,15,3,1
10762,5,15,3,1
10763,6,15,3,1
10764,3,15,3,1
10765,18,17,1,1
10766,19,17,1,1
10767,6,15,3,1
10768,29,15,3,1
10769,5,17,1,1
10770,6,15,3,1
10771,11,15,3,1
10772,1,16,2,1
10773,1,16,2,1
10774,3,15,3,1
10775,6,15,3,1
10776,3,15,3,1
10777,3,15,3,1
10778,6,15,3,1
10779,6,15,3,1
10780,5,15,3,1
10781,11,15,3,1
10782,3,15,3,1
10783,6,15,3,1
10784,6,15,3,1
10785,9,15,3,1
10786,3,15,3,1
10787,11,15,3,1
10788,11,15,3,1
10789,1,16,2,1
10790,1,16,2,1
10791,1,16,2,1
10792,6,18,3,2
10793,3,18,3,2
10794,1,19,2,2
10795,7,15,3,1
10796,1,16,2,1
10797,1,16,2,1
10798,1,19,2,2
10799,1,16,2,1
10800,3,18,3,2
10801,12,15,3,1
10802,3,18,3,2
10803,19,17,1,1
10804,1,16,2,1
10805,29,18,3,2
10806,3,18,3,2
10807,11,18,3,2
10808,3,18,3,2
10809,28,19,2,2
10810,1,19,2,2
10811,11,18,3,2
10812,29,15,3,1
10813,1,16,2,1
10814,1,19,2,2
10815,1,19,2,2
10816,5,18,3,2
10817,4,15,3,1
10818,6,20,1,2
10819,29,15,3,1
10820,1,15,3,1
10821,1,17,1,1
10822,3,15,3,1
10823,1,16,2,1
10824,6,15,3,1
10825,9,15,3,1
10826,9,15,3,1
10827,1,16,2,1
10828,3,18,3,2
10829,3,18,3,2
10830,5,15,3,1
10831,1,16,2,1
10832,1,19,2,2
10833,6,18,3,2
10834,18,17,1,1
10835,3,18,3,2
10836,3,15,3,1
10837,1,19,2,2
10838,9,15,3,1
10839,3,15,3,1
10840,9,15,3,1
10841,1,16,2,1
10842,18,17,1,1
10843,6,15,3,1
10844,1,16,2,1
10845,6,15,3,1
10846,6,15,3,1
10847,1,16,2,1
10848,1,16,2,1
10849,9,15,3,1
10850,9,15,3,1
10851,1,16,2,1
10852,19,17,1,1
10853,1,16,2,1
10854,6,15,3,1
10855,1,16,2,1
10856,6,15,3,1
10857,29,15,3,1
10858,19,17,1,1
10859,1,16,2,1
10860,3,15,3,1
10861,1,19,2,2
10862,1,19,2,2
10863,9,18,3,2
10864,1,19,2,2
10865,19,20,1,2
10866,3,16,2,1
10867,1,16,2,1
10868,3,18,3,2
10869,1,19,2,2
10870,1,19,2,2
10871,6,18,3,2
10872,1,19,2,2
10873,1,16,2,1
10874,6,18,3,2
10875,12,15,3,1
10876,6,18,3,2
10877,3,15,3,1
10878,6,18,3,2
10879,6,18,3,2
10880,3,18,3,2
10881,6,15,3,1
10882,19,17,1,1
10883,28,16,2,1
10884,6,15,3,1
10885,9,15,3,1
10886,3,15,3,1
10887,9,15,3,1
10888,6,15,3,1
10889,6,15,3,1
10890,3,15,3,1
10891,29,15,3,1
10892,29,15,3,1
10893,1,16,2,1
10894,1,16,2,1
10895,3,15,3,1
10896,1,16,2,1
10897,1,16,2,1
10898,1,19,2,2
10899,1,16,2,1
10900,3,18,3,2
10901,6,18,3,2
10902,6,15,3,1
10903,1,16,2,1
10904,6,18,3,2
10905,9,15,3,1
10906,1,19,2,2
10907,3,15,3,1
10908,1,16,2,1
10909,5,15,3,1
10910,12,15,3,1
10911,29,15,3,1
10912,28,15,3,1
10913,1,16,2,1
10914,5,15,3,1
10915,3,15,3,1
10916,28,15,3,1
10917,9,15,3,1
10918,1,16,2,1
10919,9,15,3,1
10920,1,16,2,1
10921,1,16,2,1
10922,3,15,3,1
10923,28,18,3,2
10924,3,18,3,2
10925,18,20,1,2
10926,1,19,2,2
10927,1,16,2,1
10928,3,15,3,1
10929,3,18,3,2
10930,6,18,3,2
10931,3,18,3,2
10932,6,20,1,2
10933,1,19,2,2
10934,3,15,3,1
10935,6,15,3,1
10936,9,17,1,1
10937,6,15,3,1
10938,-2,15,3,1
10939,3,15,3,1
10940,11,15,3,1
10941,3,15,3,1
10942,-2,15,3,1
10943,1,16,2,1
10944,11,18,3,2
10945,18,17,1,1
10946,3,18,3,2
10947,28,15,3,1
10948,1,19,2,2
10949,3,15,3,1
10950,1,16,2,1
10951,1,19,2,2
10952,12,18,3,2
10953,3,15,3,1
10954,29,15,3,1
10955,1,16,2,1
10956,1,16,2,1
10957,22,18,3,2
10958,1,19,2,2
10959,3,18,3,2
10960,3,18,3,2
10961,3,15,3,1
10962,19,17,1,1
10963,1,16,2,1
10964,3,18,3,2
10965,1,16,2,1
10966,6,15,3,1
10967,4,15,3,1
10968,1,16,2,1
10969,18,17,1,1
10970,28,16,2,1
10971,3,15,3,1
10972,1,16,2,1
10973,5,18,3,2
10974,1,19,2,2
10975,3,15,3,1
10976,3,18,3,2
10977,19,20,1,2
10978,3,18,3,2
10979,3,18,3,2
10980,1,16,2,1
10981,3,18,3,2
10982,6,15,3,1
10983,9,15,3,1
10984,1,16,2,1
10985,3,15,3,1
10986,5,18,3,2
10987,3,18,3,2
10988,11,15,3,1
10989,3,15,3,1
10990,19,17,1,1
10991,1,16,2,1
10992,3,15,3,1
10993,1,16,2,1
10994,29,15,3,1
10995,11,15,3,1
10996,29,15,3,1
10997,3,15,3,1
10998,11,15,3,1
10999,29,15,3,1
11000,3,15,3,1
11001,18,17,1,1
11002,6,15,3,1
11003,12,15,3,1
11004,11,15,3,1
11005,19,17,1,1
11006,1,16,2,1
11007,1,16,2,1
11008,3,15,3,1
11009,11,15,3,1
11010,5,15,3,1
11011,1,16,2,1
11012,8,15,3,1
11013,3,15,3,1
11014,6,17,1,1
11015,11,15,3,1
11016,3,15,3,1
11017,6,15,3,1
11018,6,15,3,1
11019,19,17,1,1
11020,6,18,3,2
11021,1,19,2,2
11022,5,18,3,2
11023,6,15,3,1
11024,5,15,3,1
11025,1,19,2,2
11026,11,15,3,1
11027,3,15,3,1
11028,6,18,3,2
11029,9,18,3,2
11030,5,15,3,1
